Country,ISO3 Code,Date,Price (EUR/MWhe)
Hungary,HUN,12/05/2021,69.13
Ireland,IRL,12/05/2021,91.16
Italy,ITA,12/05/2021,68.79
Latvia,LVA,12/05/2021,48.56
Lithuania,LTU,12/05/2021,48.56
Luxembourg,LUX,12/05/2021,69.36
Montenegro,MNE,12/05/2021,106.38
Netherlands,NLD,12/05/2021,68.99
North Macedonia,MKD,12/05/2021,104
Norway,NOR,12/05/2021,48.66
Poland,POL,12/05/2021,72.28
Portugal,PRT,12/05/2021,54.87
Romania,ROU,12/05/2021,68.12
Serbia,SRB,12/05/2021,67.34
Slovakia,SVK,12/05/2021,69.13
Slovenia,SVN,12/05/2021,69.08
Spain,ESP,12/05/2021,53.37
Sweden,SWE,12/05/2021,42.35
Switzerland,CHE,12/05/2021,68.17
United Kingdom,GBR,12/05/2021,92.49
Austria,AUT,13/05/2021,59.25
Belgium,BEL,13/05/2021,63.41
Bulgaria,BGR,13/05/2021,62.95
Croatia,HRV,13/05/2021,73.02
Czechia,CZE,13/05/2021,59.73
Denmark,DNK,13/05/2021,62.76
Estonia,EST,13/05/2021,38.61
Finland,FIN,13/05/2021,35.39
France,FRA,13/05/2021,63.41
Germany,DEU,13/05/2021,59.56
Greece,GRC,13/05/2021,63.58
Hungary,HUN,13/05/2021,59.73
Ireland,IRL,13/05/2021,171.81
Italy,ITA,13/05/2021,71.95
Latvia,LVA,13/05/2021,38.61
Lithuania,LTU,13/05/2021,38.61
Luxembourg,LUX,13/05/2021,59.56
Montenegro,MNE,13/05/2021,106.38
Netherlands,NLD,13/05/2021,63.41
North Macedonia,MKD,13/05/2021,104
Norway,NOR,13/05/2021,42.7
Poland,POL,13/05/2021,68.75
Portugal,PRT,13/05/2021,60.47
Romania,ROU,13/05/2021,59.73
Serbia,SRB,13/05/2021,60.04
Slovakia,SVK,13/05/2021,59.73
Slovenia,SVN,13/05/2021,73.02
Spain,ESP,13/05/2021,60.47
Sweden,SWE,13/05/2021,35.13
Switzerland,CHE,13/05/2021,56.41
United Kingdom,GBR,13/05/2021,101.55
Austria,AUT,14/05/2021,68.3
Belgium,BEL,14/05/2021,71.8
Bulgaria,BGR,14/05/2021,70.26
Croatia,HRV,14/05/2021,73.42
Czechia,CZE,14/05/2021,70.58
Denmark,DNK,14/05/2021,71.58
Estonia,EST,14/05/2021,53.93
Finland,FIN,14/05/2021,38.32
France,FRA,14/05/2021,71.31
Germany,DEU,14/05/2021,68.39
Greece,GRC,14/05/2021,70.26
Hungary,HUN,14/05/2021,70.58
Ireland,IRL,14/05/2021,141.49
Italy,ITA,14/05/2021,77.21
Latvia,LVA,14/05/2021,53.93
Lithuania,LTU,14/05/2021,53.93
Luxembourg,LUX,14/05/2021,68.39
Montenegro,MNE,14/05/2021,106.38
Netherlands,NLD,14/05/2021,71.67
North Macedonia,MKD,14/05/2021,104
Norway,NOR,14/05/2021,43.28
Poland,POL,14/05/2021,75.67
Portugal,PRT,14/05/2021,71.31
Romania,ROU,14/05/2021,69.41
Serbia,SRB,14/05/2021,70.02
Slovakia,SVK,14/05/2021,70.58
Slovenia,SVN,14/05/2021,73.42
Spain,ESP,14/05/2021,71.31
Sweden,SWE,14/05/2021,39.13
Switzerland,CHE,14/05/2021,67.41
United Kingdom,GBR,14/05/2021,98.32
Austria,AUT,15/05/2021,60.18
Belgium,BEL,15/05/2021,59.75
Bulgaria,BGR,15/05/2021,61.82
Croatia,HRV,15/05/2021,58.8
Czechia,CZE,15/05/2021,63.18
Denmark,DNK,15/05/2021,55.63
Estonia,EST,15/05/2021,22.48
Finland,FIN,15/05/2021,21.6
France,FRA,15/05/2021,55.88
Germany,DEU,15/05/2021,60.37
Greece,GRC,15/05/2021,61.82
Hungary,HUN,15/05/2021,63.18
Ireland,IRL,15/05/2021,132.74
Italy,ITA,15/05/2021,61.19
Latvia,LVA,15/05/2021,22.48
Lithuania,LTU,15/05/2021,22.48
Luxembourg,LUX,15/05/2021,60.37
Montenegro,MNE,15/05/2021,106.38
Netherlands,NLD,15/05/2021,60.39
North Macedonia,MKD,15/05/2021,104
Norway,NOR,15/05/2021,39.99
Poland,POL,15/05/2021,72.51
Portugal,PRT,15/05/2021,41.13
Romania,ROU,15/05/2021,62.84
Serbia,SRB,15/05/2021,64.52
Slovakia,SVK,15/05/2021,63.18
Slovenia,SVN,15/05/2021,58.8
Spain,ESP,15/05/2021,40.73
Sweden,SWE,15/05/2021,21.75
Switzerland,CHE,15/05/2021,61.6
United Kingdom,GBR,15/05/2021,90.83
Austria,AUT,16/05/2021,42.64
Belgium,BEL,16/05/2021,39.2
Bulgaria,BGR,16/05/2021,53.79
Croatia,HRV,16/05/2021,41.27
Czechia,CZE,16/05/2021,46.46
Denmark,DNK,16/05/2021,41.04
Estonia,EST,16/05/2021,30.89
Finland,FIN,16/05/2021,29.88
France,FRA,16/05/2021,30.67
Germany,DEU,16/05/2021,43.17
Greece,GRC,16/05/2021,54.23
Hungary,HUN,16/05/2021,46.46
Ireland,IRL,16/05/2021,98.65
Italy,ITA,16/05/2021,46.65
Latvia,LVA,16/05/2021,30.89
Lithuania,LTU,16/05/2021,30.89
Luxembourg,LUX,16/05/2021,43.17
Montenegro,MNE,16/05/2021,106.38
Netherlands,NLD,16/05/2021,41.19
North Macedonia,MKD,16/05/2021,104
Norway,NOR,16/05/2021,32.02
Poland,POL,16/05/2021,64.5
Portugal,PRT,16/05/2021,28.01
Romania,ROU,16/05/2021,46.46
Serbia,SRB,16/05/2021,47.82
Slovakia,SVK,16/05/2021,46.46
Slovenia,SVN,16/05/2021,41.27
Spain,ESP,16/05/2021,28.01
Sweden,SWE,16/05/2021,29.25
Switzerland,CHE,16/05/2021,42.13
United Kingdom,GBR,16/05/2021,91.3
Austria,AUT,17/05/2021,70.94
Belgium,BEL,17/05/2021,71.54
Bulgaria,BGR,17/05/2021,87.89
Croatia,HRV,17/05/2021,72.31
Czechia,CZE,17/05/2021,73.26
Denmark,DNK,17/05/2021,74.39
Estonia,EST,17/05/2021,62.04
Finland,FIN,17/05/2021,59.62
France,FRA,17/05/2021,70.58
Germany,DEU,17/05/2021,71.4
Greece,GRC,17/05/2021,63.68
Hungary,HUN,17/05/2021,73.26
Ireland,IRL,17/05/2021,100.39
Italy,ITA,17/05/2021,68.95
Latvia,LVA,17/05/2021,62.04
Lithuania,LTU,17/05/2021,62.04
Luxembourg,LUX,17/05/2021,71.4
Montenegro,MNE,17/05/2021,106.38
Netherlands,NLD,17/05/2021,74.17
North Macedonia,MKD,17/05/2021,104
Norway,NOR,17/05/2021,46.53
Poland,POL,17/05/2021,77.92
Portugal,PRT,17/05/2021,78.39
Romania,ROU,17/05/2021,70.41
Serbia,SRB,17/05/2021,69.07
Slovakia,SVK,17/05/2021,73.26
Slovenia,SVN,17/05/2021,72.31
Spain,ESP,17/05/2021,78.99
Sweden,SWE,17/05/2021,51.21
Switzerland,CHE,17/05/2021,68.18
United Kingdom,GBR,17/05/2021,93.9
Austria,AUT,18/05/2021,74.54
Belgium,BEL,18/05/2021,74.52
Bulgaria,BGR,18/05/2021,53.15
Croatia,HRV,18/05/2021,75.31
Czechia,CZE,18/05/2021,74.96
Denmark,DNK,18/05/2021,74.52
Estonia,EST,18/05/2021,63.81
Finland,FIN,18/05/2021,63.35
France,FRA,18/05/2021,74.52
Germany,DEU,18/05/2021,74.6
Greece,GRC,18/05/2021,73.1
Hungary,HUN,18/05/2021,74.96
Ireland,IRL,18/05/2021,104.24
Italy,ITA,18/05/2021,75.44
Latvia,LVA,18/05/2021,63.81
Lithuania,LTU,18/05/2021,63.81
Luxembourg,LUX,18/05/2021,74.6
Montenegro,MNE,18/05/2021,106.38
Netherlands,NLD,18/05/2021,74.52
North Macedonia,MKD,18/05/2021,104
Norway,NOR,18/05/2021,48.14
Poland,POL,18/05/2021,72.33
Portugal,PRT,18/05/2021,76.51
Romania,ROU,18/05/2021,56.41
Serbia,SRB,18/05/2021,74.02
Slovakia,SVK,18/05/2021,74.96
Slovenia,SVN,18/05/2021,75.31
Spain,ESP,18/05/2021,76.51
Sweden,SWE,18/05/2021,50.19
Switzerland,CHE,18/05/2021,74.08
United Kingdom,GBR,18/05/2021,96.03
Austria,AUT,19/05/2021,77.23
Belgium,BEL,19/05/2021,76.78
Bulgaria,BGR,19/05/2021,77.43
Croatia,HRV,19/05/2021,76.92
Czechia,CZE,19/05/2021,77.33
Denmark,DNK,19/05/2021,77.52
Estonia,EST,19/05/2021,61.45
Finland,FIN,19/05/2021,56.69
France,FRA,19/05/2021,76.14
Germany,DEU,19/05/2021,77.41
Greece,GRC,19/05/2021,69.38
Hungary,HUN,19/05/2021,77.33
Ireland,IRL,19/05/2021,115.22
Italy,ITA,19/05/2021,76.56
Latvia,LVA,19/05/2021,61.45
Lithuania,LTU,19/05/2021,61.45
Luxembourg,LUX,19/05/2021,77.41
Montenegro,MNE,19/05/2021,106.38
Netherlands,NLD,19/05/2021,75.81
North Macedonia,MKD,19/05/2021,104
Norway,NOR,19/05/2021,49.96
Poland,POL,19/05/2021,74.82
Portugal,PRT,19/05/2021,77.15
Romania,ROU,19/05/2021,72.03
Serbia,SRB,19/05/2021,73.76
Slovakia,SVK,19/05/2021,77.33
Slovenia,SVN,19/05/2021,76.92
Spain,ESP,19/05/2021,77.51
Sweden,SWE,19/05/2021,55.76
Switzerland,CHE,19/05/2021,74.86
United Kingdom,GBR,19/05/2021,96.05
Austria,AUT,20/05/2021,68.77
Belgium,BEL,20/05/2021,66.01
Bulgaria,BGR,20/05/2021,67.75
Croatia,HRV,20/05/2021,68.17
Czechia,CZE,20/05/2021,71.37
Denmark,DNK,20/05/2021,57.95
Estonia,EST,20/05/2021,47.16
Finland,FIN,20/05/2021,46.52
France,FRA,20/05/2021,66.29
Germany,DEU,20/05/2021,68.82
Greece,GRC,20/05/2021,62.44
Hungary,HUN,20/05/2021,71.37
Ireland,IRL,20/05/2021,113.02
Italy,ITA,20/05/2021,71.55
Latvia,LVA,20/05/2021,47.16
Lithuania,LTU,20/05/2021,47.16
Luxembourg,LUX,20/05/2021,68.82
Montenegro,MNE,20/05/2021,106.38
Netherlands,NLD,20/05/2021,64.63
North Macedonia,MKD,20/05/2021,104
Norway,NOR,20/05/2021,45.11
Poland,POL,20/05/2021,68.01
Portugal,PRT,20/05/2021,80.23
Romania,ROU,20/05/2021,71.35
Serbia,SRB,20/05/2021,70.48
Slovakia,SVK,20/05/2021,71.37
Slovenia,SVN,20/05/2021,68.17
Spain,ESP,20/05/2021,80.32
Sweden,SWE,20/05/2021,43.42
Switzerland,CHE,20/05/2021,70.01
United Kingdom,GBR,20/05/2021,79.57
Austria,AUT,21/05/2021,39.17
Belgium,BEL,21/05/2021,26.01
Bulgaria,BGR,21/05/2021,50.85
Croatia,HRV,21/05/2021,63.15
Czechia,CZE,21/05/2021,53.5
Denmark,DNK,21/05/2021,32.17
Estonia,EST,21/05/2021,34.36
Finland,FIN,21/05/2021,34.36
France,FRA,21/05/2021,26.55
Germany,DEU,21/05/2021,35.02
Greece,GRC,21/05/2021,57.41
Hungary,HUN,21/05/2021,53.65
Ireland,IRL,21/05/2021,62.44
Italy,ITA,21/05/2021,77.3
Latvia,LVA,21/05/2021,34.36
Lithuania,LTU,21/05/2021,34.36
Luxembourg,LUX,21/05/2021,35.02
Montenegro,MNE,21/05/2021,106.38
Netherlands,NLD,21/05/2021,28.99
North Macedonia,MKD,21/05/2021,104
Norway,NOR,21/05/2021,30.37
Poland,POL,21/05/2021,61.59
Portugal,PRT,21/05/2021,67.66
Romania,ROU,21/05/2021,53.65
Serbia,SRB,21/05/2021,54.1
Slovakia,SVK,21/05/2021,53.5
Slovenia,SVN,21/05/2021,63.15
Spain,ESP,21/05/2021,68.32
Sweden,SWE,21/05/2021,28.09
Switzerland,CHE,21/05/2021,43.95
United Kingdom,GBR,21/05/2021,68.22
Austria,AUT,22/05/2021,18.31
Belgium,BEL,22/05/2021,32.62
Bulgaria,BGR,22/05/2021,53.09
Croatia,HRV,22/05/2021,55.58
Czechia,CZE,22/05/2021,52.03
Denmark,DNK,22/05/2021,13.35
Estonia,EST,22/05/2021,36.11
Finland,FIN,22/05/2021,35.39
France,FRA,22/05/2021,21.37
Germany,DEU,22/05/2021,-5.47
Greece,GRC,22/05/2021,59.62
Hungary,HUN,22/05/2021,53.52
Ireland,IRL,22/05/2021,62.59
Italy,ITA,22/05/2021,61.47
Latvia,LVA,22/05/2021,36.11
Lithuania,LTU,22/05/2021,36.11
Luxembourg,LUX,22/05/2021,-5.47
Montenegro,MNE,22/05/2021,106.38
Netherlands,NLD,22/05/2021,34.55
North Macedonia,MKD,22/05/2021,104
Norway,NOR,22/05/2021,18.98
Poland,POL,22/05/2021,62.01
Portugal,PRT,22/05/2021,66.62
Romania,ROU,22/05/2021,53.51
Serbia,SRB,22/05/2021,41.62
Slovakia,SVK,22/05/2021,52.03
Slovenia,SVN,22/05/2021,55.22
Spain,ESP,22/05/2021,66.62
Sweden,SWE,22/05/2021,16.19
Switzerland,CHE,22/05/2021,23.9
United Kingdom,GBR,22/05/2021,75.9
Austria,AUT,23/05/2021,22.35
Belgium,BEL,23/05/2021,24.4
Bulgaria,BGR,23/05/2021,48.95
Croatia,HRV,23/05/2021,22.77
Czechia,CZE,23/05/2021,22.76
Denmark,DNK,23/05/2021,24.41
Estonia,EST,23/05/2021,23.67
Finland,FIN,23/05/2021,22.17
France,FRA,23/05/2021,22.83
Germany,DEU,23/05/2021,19.55
Greece,GRC,23/05/2021,57.76
Hungary,HUN,23/05/2021,39.31
Ireland,IRL,23/05/2021,90.85
Italy,ITA,23/05/2021,63.4
Latvia,LVA,23/05/2021,23.67
Lithuania,LTU,23/05/2021,23.67
Luxembourg,LUX,23/05/2021,19.55
Montenegro,MNE,23/05/2021,106.38
Netherlands,NLD,23/05/2021,29.21
North Macedonia,MKD,23/05/2021,104
Norway,NOR,23/05/2021,25.24
Poland,POL,23/05/2021,55.14
Portugal,PRT,23/05/2021,68.26
Romania,ROU,23/05/2021,40.24
Serbia,SRB,23/05/2021,40.22
Slovakia,SVK,23/05/2021,36.19
Slovenia,SVN,23/05/2021,22.77
Spain,ESP,23/05/2021,68.26
Sweden,SWE,23/05/2021,21.35
Switzerland,CHE,23/05/2021,26.19
United Kingdom,GBR,23/05/2021,84.94
Austria,AUT,24/05/2021,28.27
Belgium,BEL,24/05/2021,36.87
Bulgaria,BGR,24/05/2021,55.03
Croatia,HRV,24/05/2021,60.4
Czechia,CZE,24/05/2021,53.69
Denmark,DNK,24/05/2021,42.79
Estonia,EST,24/05/2021,56.42
Finland,FIN,24/05/2021,56.41
France,FRA,24/05/2021,33.73
Germany,DEU,24/05/2021,26.71
Greece,GRC,24/05/2021,63.56
Hungary,HUN,24/05/2021,53.69
Ireland,IRL,24/05/2021,90.57
Italy,ITA,24/05/2021,75.02
Latvia,LVA,24/05/2021,56.42
Lithuania,LTU,24/05/2021,56.42
Luxembourg,LUX,24/05/2021,26.71
Montenegro,MNE,24/05/2021,106.38
Netherlands,NLD,24/05/2021,42.5
North Macedonia,MKD,24/05/2021,104
Norway,NOR,24/05/2021,37.61
Poland,POL,24/05/2021,64.76
Portugal,PRT,24/05/2021,68.74
Romania,ROU,24/05/2021,54.54
Serbia,SRB,24/05/2021,49.79
Slovakia,SVK,24/05/2021,53.69
Slovenia,SVN,24/05/2021,60.4
Spain,ESP,24/05/2021,68.74
Sweden,SWE,24/05/2021,44.08
Switzerland,CHE,24/05/2021,55.83
United Kingdom,GBR,24/05/2021,89.42
Austria,AUT,25/05/2021,60.98
Belgium,BEL,25/05/2021,61.52
Bulgaria,BGR,25/05/2021,68.15
Croatia,HRV,25/05/2021,63.71
Czechia,CZE,25/05/2021,67.32
Denmark,DNK,25/05/2021,60.26
Estonia,EST,25/05/2021,59
Finland,FIN,25/05/2021,55.61
France,FRA,25/05/2021,61.06
Germany,DEU,25/05/2021,60.05
Greece,GRC,25/05/2021,68.15
Hungary,HUN,25/05/2021,67.46
Ireland,IRL,25/05/2021,83.86
Italy,ITA,25/05/2021,69.59
Latvia,LVA,25/05/2021,59
Lithuania,LTU,25/05/2021,61.89
Luxembourg,LUX,25/05/2021,60.05
Montenegro,MNE,25/05/2021,106.38
Netherlands,NLD,25/05/2021,61.4
North Macedonia,MKD,25/05/2021,104
Norway,NOR,25/05/2021,43.1
Poland,POL,25/05/2021,71.33
Portugal,PRT,25/05/2021,76.33
Romania,ROU,25/05/2021,67.82
Serbia,SRB,25/05/2021,69.28
Slovakia,SVK,25/05/2021,67.46
Slovenia,SVN,25/05/2021,63.71
Spain,ESP,25/05/2021,76.41
Sweden,SWE,25/05/2021,52.35
Switzerland,CHE,25/05/2021,62.77
United Kingdom,GBR,25/05/2021,82.94
Austria,AUT,26/05/2021,66.77
Belgium,BEL,26/05/2021,71.3
Bulgaria,BGR,26/05/2021,82.03
Croatia,HRV,26/05/2021,66.78
Czechia,CZE,26/05/2021,67.05
Denmark,DNK,26/05/2021,65.03
Estonia,EST,26/05/2021,55.31
Finland,FIN,26/05/2021,46.65
France,FRA,26/05/2021,68.92
Germany,DEU,26/05/2021,65.19
Greece,GRC,26/05/2021,82.03
Hungary,HUN,26/05/2021,67.2
Ireland,IRL,26/05/2021,88.05
Italy,ITA,26/05/2021,81.72
Latvia,LVA,26/05/2021,55.31
Lithuania,LTU,26/05/2021,65.41
Luxembourg,LUX,26/05/2021,65.19
Montenegro,MNE,26/05/2021,106.38
Netherlands,NLD,26/05/2021,66.11
North Macedonia,MKD,26/05/2021,104
Norway,NOR,26/05/2021,43.09
Poland,POL,26/05/2021,69.17
Portugal,PRT,26/05/2021,81.19
Romania,ROU,26/05/2021,67.21
Serbia,SRB,26/05/2021,70.71
Slovakia,SVK,26/05/2021,67.05
Slovenia,SVN,26/05/2021,66.78
Spain,ESP,26/05/2021,81.39
Sweden,SWE,26/05/2021,48.5
Switzerland,CHE,26/05/2021,69.97
United Kingdom,GBR,26/05/2021,88.2
Austria,AUT,27/05/2021,72.24
Belgium,BEL,27/05/2021,73.44
Bulgaria,BGR,27/05/2021,80.97
Croatia,HRV,27/05/2021,75.36
Czechia,CZE,27/05/2021,72.86
Denmark,DNK,27/05/2021,72.46
Estonia,EST,27/05/2021,65.1
Finland,FIN,27/05/2021,55.52
France,FRA,27/05/2021,72.94
Germany,DEU,27/05/2021,72.01
Greece,GRC,27/05/2021,81.24
Hungary,HUN,27/05/2021,72.86
Ireland,IRL,27/05/2021,121.41
Italy,ITA,27/05/2021,82.65
Latvia,LVA,27/05/2021,65.1
Lithuania,LTU,27/05/2021,70.54
Luxembourg,LUX,27/05/2021,72.01
Montenegro,MNE,27/05/2021,106.38
Netherlands,NLD,27/05/2021,72.44
North Macedonia,MKD,27/05/2021,104
Norway,NOR,27/05/2021,43.45
Poland,POL,27/05/2021,75.54
Portugal,PRT,27/05/2021,86.61
Romania,ROU,27/05/2021,72.96
Serbia,SRB,27/05/2021,73.32
Slovakia,SVK,27/05/2021,72.86
Slovenia,SVN,27/05/2021,75.36
Spain,ESP,27/05/2021,86.61
Sweden,SWE,27/05/2021,55.07
Switzerland,CHE,27/05/2021,75.13
United Kingdom,GBR,27/05/2021,96.89
Austria,AUT,28/05/2021,74.61
Belgium,BEL,28/05/2021,73.55
Bulgaria,BGR,28/05/2021,67.31
Croatia,HRV,28/05/2021,74.82
Czechia,CZE,28/05/2021,75.82
Denmark,DNK,28/05/2021,73.81
Estonia,EST,28/05/2021,62.82
Finland,FIN,28/05/2021,54.58
France,FRA,28/05/2021,73.55
Germany,DEU,28/05/2021,74.62
Greece,GRC,28/05/2021,72.22
Hungary,HUN,28/05/2021,75.82
Ireland,IRL,28/05/2021,91.57
Italy,ITA,28/05/2021,79.42
Latvia,LVA,28/05/2021,62.82
Lithuania,LTU,28/05/2021,71.99
Luxembourg,LUX,28/05/2021,74.62
Montenegro,MNE,28/05/2021,106.38
Netherlands,NLD,28/05/2021,71.8
North Macedonia,MKD,28/05/2021,104
Norway,NOR,28/05/2021,43.64
Poland,POL,28/05/2021,74.23
Portugal,PRT,28/05/2021,89.1
Romania,ROU,28/05/2021,75.32
Serbia,SRB,28/05/2021,76.55
Slovakia,SVK,28/05/2021,75.82
Slovenia,SVN,28/05/2021,74.82
Spain,ESP,28/05/2021,89.1
Sweden,SWE,28/05/2021,55.32
Switzerland,CHE,28/05/2021,76.07
United Kingdom,GBR,28/05/2021,97.8
Austria,AUT,29/05/2021,56.84
Belgium,BEL,29/05/2021,55.66
Bulgaria,BGR,29/05/2021,52.07
Croatia,HRV,29/05/2021,55.48
Czechia,CZE,29/05/2021,56.84
Denmark,DNK,29/05/2021,55.81
Estonia,EST,29/05/2021,42.27
Finland,FIN,29/05/2021,42.27
France,FRA,29/05/2021,55.55
Germany,DEU,29/05/2021,56.78
Greece,GRC,29/05/2021,60.78
Hungary,HUN,29/05/2021,56.84
Ireland,IRL,29/05/2021,119.44
Italy,ITA,29/05/2021,67.78
Latvia,LVA,29/05/2021,42.27
Lithuania,LTU,29/05/2021,53.03
Luxembourg,LUX,29/05/2021,56.78
Montenegro,MNE,29/05/2021,106.38
Netherlands,NLD,29/05/2021,56.06
North Macedonia,MKD,29/05/2021,104
Norway,NOR,29/05/2021,40.4
Poland,POL,29/05/2021,62.75
Portugal,PRT,29/05/2021,80.75
Romania,ROU,29/05/2021,50.79
Serbia,SRB,29/05/2021,59.12
Slovakia,SVK,29/05/2021,56.84
Slovenia,SVN,29/05/2021,55.48
Spain,ESP,29/05/2021,80.75
Sweden,SWE,29/05/2021,42.89
Switzerland,CHE,29/05/2021,59.79
United Kingdom,GBR,29/05/2021,88.15
Austria,AUT,30/05/2021,41.3
Belgium,BEL,30/05/2021,34.42
Bulgaria,BGR,30/05/2021,42.96
Croatia,HRV,30/05/2021,37.12
Czechia,CZE,30/05/2021,42.7
Denmark,DNK,30/05/2021,41.62
Estonia,EST,30/05/2021,27.72
Finland,FIN,30/05/2021,27.56
France,FRA,30/05/2021,31.85
Germany,DEU,30/05/2021,41.44
Greece,GRC,30/05/2021,57.34
Hungary,HUN,30/05/2021,43.18
Ireland,IRL,30/05/2021,100.81
Italy,ITA,30/05/2021,59.51
Latvia,LVA,30/05/2021,27.72
Lithuania,LTU,30/05/2021,40.89
Luxembourg,LUX,30/05/2021,41.44
Montenegro,MNE,30/05/2021,106.38
Netherlands,NLD,30/05/2021,37.95
North Macedonia,MKD,30/05/2021,104
Norway,NOR,30/05/2021,32.98
Poland,POL,30/05/2021,57.26
Portugal,PRT,30/05/2021,72.68
Romania,ROU,30/05/2021,42.52
Serbia,SRB,30/05/2021,51.91
Slovakia,SVK,30/05/2021,43.18
Slovenia,SVN,30/05/2021,37.12
Spain,ESP,30/05/2021,72.68
Sweden,SWE,30/05/2021,29.71
Switzerland,CHE,30/05/2021,43.32
United Kingdom,GBR,30/05/2021,82.32
Austria,AUT,31/05/2021,68.96
Belgium,BEL,31/05/2021,66.8
Bulgaria,BGR,31/05/2021,67.39
Croatia,HRV,31/05/2021,67.52
Czechia,CZE,31/05/2021,68.67
Denmark,DNK,31/05/2021,67.67
Estonia,EST,31/05/2021,57.62
Finland,FIN,31/05/2021,51.16
France,FRA,31/05/2021,66.82
Germany,DEU,31/05/2021,68.75
Greece,GRC,31/05/2021,67.46
Hungary,HUN,31/05/2021,68.67
Ireland,IRL,31/05/2021,84.83
Italy,ITA,31/05/2021,72.01
Latvia,LVA,31/05/2021,57.62
Lithuania,LTU,31/05/2021,64.44
Luxembourg,LUX,31/05/2021,68.75
Montenegro,MNE,31/05/2021,106.38
Netherlands,NLD,31/05/2021,67.76
North Macedonia,MKD,31/05/2021,104
Norway,NOR,31/05/2021,45.07
Poland,POL,31/05/2021,73.32
Portugal,PRT,31/05/2021,88.04
Romania,ROU,31/05/2021,68.1
Serbia,SRB,31/05/2021,70.67
Slovakia,SVK,31/05/2021,68.67
Slovenia,SVN,31/05/2021,67.52
Spain,ESP,31/05/2021,88.17
Sweden,SWE,31/05/2021,51.68
Switzerland,CHE,31/05/2021,69.49
United Kingdom,GBR,31/05/2021,82.96
Austria,AUT,01/06/2021,68.66
Belgium,BEL,01/06/2021,68.46
Bulgaria,BGR,01/06/2021,67.51
Croatia,HRV,01/06/2021,68.44
Czechia,CZE,01/06/2021,67.42
Denmark,DNK,01/06/2021,68.48
Estonia,EST,01/06/2021,65.34
Finland,FIN,01/06/2021,60.42
France,FRA,01/06/2021,68.44
Germany,DEU,01/06/2021,68.55
Greece,GRC,01/06/2021,68.77
Hungary,HUN,01/06/2021,67.42
Ireland,IRL,01/06/2021,78.91
Italy,ITA,01/06/2021,73.05
Latvia,LVA,01/06/2021,65.34
Lithuania,LTU,01/06/2021,75.85
Luxembourg,LUX,01/06/2021,68.55
Montenegro,MNE,01/06/2021,106.38
Netherlands,NLD,01/06/2021,68.48
North Macedonia,MKD,01/06/2021,104
Norway,NOR,01/06/2021,46.27
Poland,POL,01/06/2021,76.99
Portugal,PRT,01/06/2021,86.53
Romania,ROU,01/06/2021,59.12
Serbia,SRB,01/06/2021,67.89
Slovakia,SVK,01/06/2021,67.42
Slovenia,SVN,01/06/2021,68.44
Spain,ESP,01/06/2021,86.53
Sweden,SWE,01/06/2021,50.14
Switzerland,CHE,01/06/2021,68.47
United Kingdom,GBR,01/06/2021,83.21
Austria,AUT,02/06/2021,65.67
Belgium,BEL,02/06/2021,65.95
Bulgaria,BGR,02/06/2021,58.16
Croatia,HRV,02/06/2021,65.38
Czechia,CZE,02/06/2021,65.21
Denmark,DNK,02/06/2021,64.23
Estonia,EST,02/06/2021,67.82
Finland,FIN,02/06/2021,63.92
France,FRA,02/06/2021,65.6
Germany,DEU,02/06/2021,65.78
Greece,GRC,02/06/2021,61.34
Hungary,HUN,02/06/2021,65.21
Ireland,IRL,02/06/2021,105.48
Italy,ITA,02/06/2021,69.26
Latvia,LVA,02/06/2021,67.82
Lithuania,LTU,02/06/2021,71.86
Luxembourg,LUX,02/06/2021,65.78
Montenegro,MNE,02/06/2021,106.38
Netherlands,NLD,02/06/2021,67.43
North Macedonia,MKD,02/06/2021,104
Norway,NOR,02/06/2021,46.25
Poland,POL,02/06/2021,72.79
Portugal,PRT,02/06/2021,84.3
Romania,ROU,02/06/2021,63.03
Serbia,SRB,02/06/2021,66.16
Slovakia,SVK,02/06/2021,65.21
Slovenia,SVN,02/06/2021,65.38
Spain,ESP,02/06/2021,84.3
Sweden,SWE,02/06/2021,50.02
Switzerland,CHE,02/06/2021,65.73
United Kingdom,GBR,02/06/2021,83.49
Austria,AUT,03/06/2021,62.72
Belgium,BEL,03/06/2021,67.94
Bulgaria,BGR,03/06/2021,59.52
Croatia,HRV,03/06/2021,63.85
Czechia,CZE,03/06/2021,60.76
Denmark,DNK,03/06/2021,55.86
Estonia,EST,03/06/2021,60.18
Finland,FIN,03/06/2021,56.24
France,FRA,03/06/2021,65.79
Germany,DEU,03/06/2021,61.92
Greece,GRC,03/06/2021,65.37
Hungary,HUN,03/06/2021,60.76
Ireland,IRL,03/06/2021,89.9
Italy,ITA,03/06/2021,71.83
Latvia,LVA,03/06/2021,60.39
Lithuania,LTU,03/06/2021,63.77
Luxembourg,LUX,03/06/2021,61.92
Montenegro,MNE,03/06/2021,106.38
Netherlands,NLD,03/06/2021,70.03
North Macedonia,MKD,03/06/2021,104
Norway,NOR,03/06/2021,44.27
Poland,POL,03/06/2021,63.01
Portugal,PRT,03/06/2021,79.36
Romania,ROU,03/06/2021,57.69
Serbia,SRB,03/06/2021,64.18
Slovakia,SVK,03/06/2021,60.76
Slovenia,SVN,03/06/2021,63.85
Spain,ESP,03/06/2021,79.36
Sweden,SWE,03/06/2021,46.84
